191,2024-01-17,12602,2024010019697,,11
192,2024-01-17,14331,2024010019706,,11
193,2024-01-17,13398,2024010019718,,11
194,2024-01-17,14516,2024010019729,,11
195,2024-01-17,13994,2024010019737,,11
196,2024-01-17,16013,2024010019759,,24
197,2024-01-17,15841,2024010019835,,24
198,2024-01-17,15049,2024010019843,,32
199,2024-01-17,15813,2024010019852,,32
200,2024-01-17,14571,2024010019894,,22
201,2024-01-17,11254,2024010019915,,21
202,2024-01-17,13858,2024010019933,,22
203,2024-01-17,14862,2024010019951,,22
204,2024-01-17,12515,2024010019962,,21
205,2024-01-17,14488,2024010019978,,21
206,2024-01-17,15714,2024010019838,,32
207,2024-01-17,14992,2024010019850,,23
208,2024-01-17,13089,2024010019868,,20
209,2024-01-17,14752,2024010019886,,20
210,2024-01-17,16059,2024010019912,,12
211,2024-01-17,14321,2024010019929,,11
212,2024-01-17,15156,2024010019963,,21
213,2024-01-17,15065,2024010019981,,21
214,2024-01-17,15377,2024010019707,,21
215,2024-01-17,15232,2024010019717,,21
216,2024-01-17,14719,2024010019727,,21
217,2024-01-17,15376,2024010019732,,21
218,2024-01-17,14711,2024010019741,,11
219,2024-01-17,12271,2024010019755,,11
220,2024-01-17,11139,2024010019765,,11
221,2024-01-17,14313,2024010019784,,11
222,2024-01-17,13239,2024010019800,,11
223,2024-01-17,13400,2024010019821,,11
224,2024-06-14,1234,2024010232103,,6
225,2024-07-04,1234,2024010232101,,2
227,2024-08-03,13593,2024010303234,,13
240,2024-08-13,1,2024010232103,"",11
226,2024-07-23,1234,2024010232101,,14
276,2024-08-23,6873,2024010112005,PRUEBA DE ENVÍO 1,11
278,2024-08-23,15349,2024010110421,PRUEBA DE ENVÍO 3,32
279,2024-08-23,1333,2024010107634,PRUEBA DE ENVÍO 4,20
281,2024-08-23,15442,2024010107598,PRUEBA DE ENVÍO 6,3
282,2024-08-23,15959,2024010107671,PRUEBA DE ENVÍO 7,12
283,2024-08-23,16219,2024010107592,PRUEBA DE ENVÍO 8,24
284,2024-08-23,1209,2024010111917,PRUEBA DE ENVÍO 10,10
280,2024-08-23,769,2024010100562,PRUEBA DE ENVÍO 5,14
285,2024-08-23,123,2024010046651,"",14
